number,uid,gender,age_range_code,area_code,gender_str,age_range,area_str,CV,purchase_amount
10995,B6D93533283C0312D20DD23BDF8E1F6CD823B797CDA19B19F8,2,1,2,female,16-18,Kanagawa,0,0
10997,6C33594D8D233829316C4D93B0B078185E13174A932BA87A42,2,1,9,female,16-18,Fukuoka,0,0
11005,07EAEDE4F9B30F7221D5731675FA9C7A39D3FFAF1BDE75BDEB,2,6,37,female,50-59,Toyama,0,0
11007,4B1AEB0FAA289768683CEFD2FBE9F042B6832648DECD09E042,2,1,10,female,16-18,Shizuoka,1,220
11008,1B6A01074E6E5FC2C8BE7E60D2D2D53D41F52181CD61056B39,2,5,4,female,40-49,Aichi,0,0
11009,449DC8D63CFC5CF4D2CD024798B41ACFA6F8AED70B361206B4,2,4,11,female,30-39,Ibaraki,0,0
11014,D16F5AF7E2533A5F8DBDAED572B101B252E8DB083FD4DB59CD,2,6,3,female,50-59,Oosaka,0,0
11015,AEE91B21A4922F014B4AE384CB8927390BC247F9015540050A,2,2,9,female,18-22,Fukuoka,0,0
11017,74AAA09D119D98FF1DDD5354248A27F8D38834CFBCE780EF62,2,4,17,female,30-39,Gifu,0,0
11020,CEBA3F163048A10866B31E1424A0A2BF79E9250B83DE8A9539,2,5,39,female,40-49,Kagawa,0,0
11022,DED7A7817A6614656A74D76E3702A6814FE48AB531FA45B506,2,2,20,female,18-22,Okayama,0,0
11023,0A26A59903DFCC5D06C0E11DC0E8711F91974A0C531FD2D43E,2,6,39,female,50-59,Kagawa,0,0
11030,F40E730A63DF315D3A72D754E128DD42749B6FC687E40075DA,2,5,4,female,40-49,Aichi,0,0
11033,E00A5AD8BF8CD7D5EAA6A220BFDA91B6AC7DD3A71F388D690C,2,1,8,female,16-18,Hokkaido,0,0
11036,6B7A748CAE922624EE3380CD06432672A0B086967F77D919A3,2,1,3,female,16-18,Oosaka,0,0
11037,221BE1A3E27B1CA692A242B1F0166A6ACBD32BB1A784563193,2,5,7,female,40-49,Hyogo,0,0
11039,69B056B7F342B52A588A3EA30220EC0BAA7EF12367772B03C6,2,3,1,female,22-29,Tokyo,0,0
11040,F7AFFAB4E4FFF329354FCEBDF9EC66953E302AEF5194B82346,2,1,9,female,16-18,Fukuoka,0,0
11046,23157EF7D7C1C333338DE7100CCBA3EB357048C2B83D6918C4,2,4,11,female,30-39,Ibaraki,0,0
11048,59D7D0595191F3204CAB17BC06BCEF978257C86228410F5E1E,2,2,4,female,18-22,Aichi,0,0
11049,16B379666F8E1E7D628EBAED2FC200D2A4A6570151887D9348,2,2,6,female,18-22,Chiba,0,0
11052,EC23AFE1C33D56651A74CC518E6D920DABFAA2DD971AD0F52B,2,5,4,female,40-49,Aichi,0,0
11054,908E3DBB98EC9F3B107CF4DB76A6D2159D31F4CBCBD7AE6A26,2,2,1,female,18-22,Tokyo,0,0
11057,3B5989EAD4018275C5FB2025A41322F353196ECCFF39B6979B,2,7,2,female,60-,Kanagawa,0,0
11060,22226B9AD5B1F701B76EAA104319CF7E1585D5AC50C235219F,2,3,4,female,22-29,Aichi,0,0
11061,9949784087FEAE74C9D416B0D7AFAE8A4FE14673A7E40944C8,2,3,1,female,22-29,Tokyo,0,0
11062,01E8C23A6D689E7610659A68FAEE2A3C4B42EC41E125D4095E,2,5,2,female,40-49,Kanagawa,0,0
11063,366683A755A9E3F635A425E40B02AEFCC36CEB14831E1DB08D,2,2,15,female,18-22,Niigata,0,0
11067,CD9D34190380140529BD8730BC451F409F4D590F0518B70B71,2,3,1,female,22-29,Tokyo,0,0
11070,C77F7505E5FEC396545743911ABA60F196092C96306183C165,2,2,42,female,18-22,Yamanashi,0,0
11073,DEBC88F852E6E18CAB87F0D59E3C2F71CA58E0739A563886B1,2,4,2,female,30-39,Kanagawa,0,0
11076,7338ACFFBD0C1E0B79B42D3360D4E3629D09F65E98B9C416FB,2,4,34,female,30-39,Oomuta,0,0
11079,0C54206EB8F12A5B0A1CF18E5E361FEEFE55AEBBA110066370,2,5,3,female,40-49,Oosaka,0,0
11082,F66B120AD8AABCBF4634F7120601287F35DD96FED49F2FD849,2,3,8,female,22-29,Hokkaido,0,0
11083,A0D69B365A8ADEEA1CEA497914860DE08A2E64F636581434D2,2,4,5,female,30-39,Saitama,0,0
11085,31707910FA8FC570466A0F6BFF6FE1002FA6E320534D7494B7,2,5,4,female,40-49,Aichi,0,0
11088,D21689565651A8CD53276B68F93E711DBB78558AE78C5EBF55,2,1,17,female,16-18,Gifu,0,0
11090,DB7F6F582BE6AB55E39D1D737562AA7AEBCDF388A0B6B5FBF9,2,1,6,female,16-18,Chiba,0,0
11091,9FE04956F950E504B99416603DDA826E9759289FFD2C0A3A13,2,2,13,female,18-22,Kyoto,0,0
11094,7F1962540512C68F335A9EB16E690C598063D2478A6C821918,2,6,3,female,50-59,Oosaka,0,0
11099,4502C59CF20A4DC97FD304B4E1207F3708CDCF9378A00F9263,2,2,14,female,18-22,Miyagi,0,0
11101,7ACB240C05EF187CC07B15F7CBDD862D6CA0C5245D75BA40E4,2,4,3,female,30-39,Oosaka,0,0
11103,7DEF01E1B5B7F9A5B32A80045B05ACF88E428AC036BECD1A64,2,2,5,female,18-22,Saitama,0,0
11104,07FDBF2133D94B622680A91E2464AE81F7B96F8E0F426CD52E,2,5,4,female,40-49,Aichi,1,980
11105,5FF626D0F403C27D4AB187EB5FC9AC1390D8F2B6E9180F28A3,2,5,3,female,40-49,Oosaka,0,0
11106,972643B4AFECFC01DEFAFBD3FFB42D55BC8B44A56C39F28E3C,2,2,4,female,18-22,Aichi,0,0
11110,E1F184C48A3D1DAB4DC8711B8C9E18F89ECB030936FBA694E9,2,6,27,female,50-59,Yamaguchi,0,0
11112,DB025DE898FBA036763521EC5E378E5591453552CF4285B086,2,4,7,female,30-39,Hyogo,0,0
11114,72D818D9FE0A47D66FBC5D5AA82232C9825A317E867612FD18,2,3,6,female,22-29,Chiba,0,0
11115,893F6208BDA4D8F2698599D1300137A87DAFFEE320F2E6A214,2,1,7,female,16-18,Hyogo,0,0
11118,0A2AA957592D4132EDA7D4514DCE5A01D50A1C9449D4E24FD0,2,5,5,female,40-49,Saitama,1,760
11119,CF316E041E6982E3236F172B53D42F13EF653F02753365FD61,2,5,4,female,40-49,Aichi,0,0
11121,4A627A639DD42FE4D91BB150917DA70241E1B36238C6072669,2,2,20,female,18-22,Okayama,0,0
11122,ED56CA8F1BDCE2E63AD0989EB1163630B4CB0E36CB0659445A,2,2,19,female,18-22,Gunma,0,0
11123,57B6D707DA58D794FF793F8B86E966EFDA4EFA1FFBE16EC882,2,1,7,female,16-18,Hyogo,0,0
11126,94A86A9B2CAD5A94D908232F98EAF19BF2FAB66B382D2DBCDD,2,2,1,female,18-22,Tokyo,0,0
11128,598E780725100913147DFBBB26397A89CB8D5176F34D639EF2,2,1,22,female,16-18,Mie,0,0
11130,77B66910B3250A8208AA3ECB01D7ADA414A8CDDB7B0E38403D,2,6,1,female,50-59,Tokyo,0,0
11131,5B2BAA36F3EE3F463A9C5C4D8DF718C68A7D119AB675B26AEE,2,4,1,female,30-39,Tokyo,1,1600
11141,88AE829CB4390B701800E1A77BF15F424DF9D6D44FECCB5059,2,5,2,female,40-49,Kanagawa,0,0
11142,C833A7A31707FB8F6D2EA7A2D781A91F20FC72607964C3B7FE,2,3,31,female,22-29,Aomori,0,0
11144,FC69321B42C21DD251D299F3378968311BD727A3C22F1A8078,2,3,4,female,22-29,Aichi,0,0
11145,3BBAD0F470E4D3735CA0D5102DDF60DE1004E2F7BDE8BC71B7,2,2,1,female,18-22,Tokyo,0,0
11146,0B3DB7069A6CCB0322128A5A74E1FF943A954216C8097E3626,2,2,1,female,18-22,Tokyo,0,0
11147,8938423BAAA37435172FB196A3AC47D2917BA3BD54D3B0A3E0,2,5,1,female,40-49,Tokyo,0,0
11148,75CB91900AAC63EFB89B6EEF23E5D2D79BECBD3776E52D9840,2,1,3,female,16-18,Oosaka,0,0
11150,9E0002C5322FBFBD2D1FBC0E23BDB71CA7A81B4D92303E6854,2,7,7,female,60-,Hyogo,0,0
11153,8D7E2D557B66776E541322F351659A5597D9237BA702808037,2,5,1,female,40-49,Tokyo,1,560
11154,B70504BA635CCA84D9D45754E24282C1ED8B72DFA4345B39FE,2,2,15,female,18-22,Niigata,0,0
11155,8B49B4CE7601AC3F2261EA3C3B5AF457150E39BCE8A3103B77,2,5,5,female,40-49,Saitama,0,0
11156,FC730CAF1F0A3F39A2E977EC13D24F0072222EBB43B41B2535,2,3,11,female,22-29,Ibaraki,0,0
11159,B1C2EF2B814D9B99AAAC4F04E31D958F94F76A9A5B0A04D553,2,7,3,female,60-,Oosaka,1,280
11165,9933A8DCD16D8E30DC0642D91DA5F7E01850AF061649B3BA5F,2,5,2,female,40-49,Kanagawa,0,0
11166,901043E62C0F75B9D7A1D4F5774C0895E81190E78953B3C7E3,2,5,5,female,40-49,Saitama,1,940
11167,4A03FA99BCC7E808F290901BE6764113ED868030F750AB1C20,2,4,8,female,30-39,Hokkaido,0,0
11169,7A8E12F996EE027829FF953A4EDF42CACE8479C33A72BAEBCB,2,1,15,female,16-18,Niigata,0,0
11170,7C927C2FACB791C215429C0108FE32CF2B19D5C0E36E5DEE19,2,3,1,female,22-29,Tokyo,0,0
11171,4611A05ADFBBD484528FA3ACD95684953F729FCACA4AC276FE,2,5,1,female,40-49,Tokyo,0,0
11174,254571F15F245E2A4B13751375BAB27B6470824E69D1E1EE8B,2,3,9,female,22-29,Fukuoka,0,0
11176,549D60A8950037022AF3F0A9BEA3B8FBD2916F279AAE2113E7,2,4,22,female,30-39,Mie,0,0
11181,C6E9A1BEFFB4EC54F0D3A9395AB8DA3C0C527FB69F496F947A,2,2,43,female,18-22,Fukui,0,0
11182,8F08DC5181C657A90FC4636FFA162CCDE377C94D5E5C62B1A6,2,1,14,female,16-18,Miyagi,0,0
11185,92E5018302D8C4BC0AD7F687D5CA5C16F06F3D1794F3F197E0,2,4,5,female,30-39,Saitama,0,0
11186,D02B6DE3FBDD11F221BC9A7473087A7FA0AAD0D1D8966766C4,2,1,4,female,16-18,Aichi,0,0
11187,7796059303009B4652CB903FFFF679A649B8E24D53D1C0BA2B,2,5,4,female,40-49,Aichi,0,0
11192,3C47508FA5561A4B8BE60CA53628D24615B2D6D19172F7170C,2,2,5,female,18-22,Saitama,1,140
11195,07EC25CE5687BF42BF152BC4B77336721625E6372DED42C4EF,2,2,28,female,18-22,Aichi,0,0
11196,8FA870D8628E3F8B4E4A1CF48A5130B24973F8C6DD9B79D2F3,2,1,3,female,16-18,Oosaka,0,0
11199,BCAA136665D68BF238B08B924FDEA80D5C928053962E1DFF7C,2,4,20,female,30-39,Okayama,0,0
11200,DB708C1FBF88D7E358CCC2D014291E65D61F89EDD3173465B0,2,1,11,female,16-18,Ibaraki,0,0
11204,0BB666E8F7C10D78FD9BA4703A6EB4A0206E7BBE54A966E9A6,2,2,9,female,18-22,Fukuoka,0,0
11206,3A785D2D7748FAFE781CB3C0DA52D51BBCB096377983D3BAC3,2,2,11,female,18-22,Ibaraki,0,0
11207,C5AEB601536C6F0019E4F0434EADB7E2006BBAF84CA32F0298,2,4,10,female,30-39,Shizuoka,0,0
11208,EE2A84EBB1352A86B69DD718DFE7FA0C99EDEF87E1321AF078,2,5,3,female,40-49,Oosaka,0,0
11209,148BE83CC61AC758DA2F02F77EAF716FBED543895C139387EB,2,5,39,female,40-49,Kagawa,0,0
11211,81BF70875E8EC87B43FDBDC0B9B835E6D6AE93F2857088CABA,2,1,7,female,16-18,Hyogo,0,0
11213,A7F8EAEDAB73E619001202EBDD6AB4E1C3ED557445693EBF9B,2,4,12,female,30-39,Hiroshima,0,0
11217,DB9F4B0F7A33D97F61CFD8CB003B10B1BF465C1B0096E28B82,2,1,31,female,16-18,Aomori,0,0
11219,DF64A7B39F7F8CD9B1E530527871155FEC6130B0AF50AC9883,2,6,1,female,50-59,Tokyo,0,0
11222,E15C7A29F7CE539BCFAA78750E45D3CE8A78722F851F007510,2,5,1,female,40-49,Tokyo,0,0
11223,19C95058485199DF0C670CD541BB9DBBF052F3D46CB0938128,2,2,1,female,18-22,Tokyo,0,0
11226,37D229DC1778A0082D302DD9050180CAD44011EDD2C1866B01,2,6,2,female,50-59,Kanagawa,0,0
11229,FAFBF31B2F7191A24149ECE5B4323B5D8506A94F78A2E4770C,2,5,1,female,40-49,Tokyo,0,0
11238,E5948600AC84698DFF87F549E0CDC8C1A55DF27916746028C3,2,7,1,female,60-,Tokyo,0,0
11243,74BC9587A0889EA5F1F712CD158FA4503A9D70101E1755AB36,2,4,17,female,30-39,Gifu,0,0
11244,A8D808C19FE420CB4185D2C334EC31E0A06FD943C4BD9851D2,2,6,3,female,50-59,Oosaka,0,0
11245,77477503BB3375BD6072562EE5A8728B80C1605239623DF8CC,2,5,3,female,40-49,Oosaka,0,0
11246,5EBABB1A7EDA9106088F7788F4D87CE9B13398A9E522AF6FD6,2,5,4,female,40-49,Aichi,0,0
11251,BD8C68767800C14F04DA9E47045D7A3479D5AABEA01FFD8E8B,2,2,2,female,18-22,Kanagawa,0,0
11254,C273B82119AFAD29279813401395B37BBB99553F7E9D8F1523,2,2,9,female,18-22,Fukuoka,0,0
11258,37EDDDC806E47F5D38FB2ACC2415F1E97B93CEEA9E8E62614F,2,5,2,female,40-49,Kanagawa,1,760
11260,04D1E878C106625D0C33FDF5B0AA668A44EA11156080DA60E0,2,4,4,female,30-39,Aichi,0,0
11264,EB97B3EE84DE0CDCA692E042699406E9296E05B630C8556993,2,2,9,female,18-22,Fukuoka,0,0
11268,10E30ABE0D7F16328D7F2C95AA2FE976F563ADA20AE5E1C880,2,5,1,female,40-49,Tokyo,0,0
11271,E47F4B0A2A1B7A721940BA4E1604A8CFDF6B8EA1385D22C685,2,5,3,female,40-49,Oosaka,0,0
11274,628CA0C9C0DC7C69C727E4BA01E7ADEF9B1F36CFA184CE4AF8,2,1,26,female,16-18,Shiga,0,0
11277,942C7A0AF2DE901846A14CC5CA786952059DD41D33F334B209,2,7,2,female,60-,Kanagawa,0,0
11287,CBFE3FA252B13C2861C3F342BB2276A542767715BC73841146,2,3,7,female,22-29,Hyogo,0,0
11288,DF2870169596EA580C6D0ABB9F7BE900A7100B9DC9871B7DD5,2,3,3,female,22-29,Oosaka,0,0
11289,5275C845ED7A472B84F34E65AFE360E06BD943059F48C159F3,2,4,2,female,30-39,Kanagawa,0,0
11291,9D12D2F43B84AB972BD836E61E170F40788A674A6D144420C2,2,6,4,female,50-59,Aichi,0,0
11292,6C6A94948BF8090AA4EF84DBBAB44143A971D5D787997FB516,2,4,7,female,30-39,Hyogo,0,0
11293,6C23BB59C7D2864C7CCC941D3B01153DA83AD6952D0D8CB617,2,2,8,female,18-22,Hokkaido,0,0
11294,0DE5BC164601C3409A593D054D03F03155EB717B84031E4D0C,2,7,30,female,60-,Nagasaki,0,0
11299,732A115C2633BF7E9E3D1DAB02520877BA93E535CA50E1D64D,2,4,1,female,30-39,Tokyo,0,0
11303,F481D361336AC38B3831CFCD6C58BF57C5AAC1DFF9EC8C1842,2,3,4,female,22-29,Aichi,0,0
11306,A0FBCF57882AFD05F1DD859CC7A846CDFADF3B8A49F9114806,2,1,12,female,16-18,Hiroshima,0,0
11308,B9188577984AE3C32954938787021CDB5A2ECB211CA5089C5F,2,7,1,female,60-,Tokyo,0,0
11310,89F538159644045A727BF3EAFA0295CB8D227CC206999003DF,2,4,3,female,30-39,Oosaka,0,0
11311,B0F69B406FD6EB58C6B446D6FFEE132065C794029F224AD39B,2,5,1,female,40-49,Tokyo,0,0
11312,B33765461E1111702E188E95BD5FCE987C62622582E015C926,2,6,1,female,50-59,Tokyo,0,0
11313,2871540A1D3DA79ACE743E457A08A486ECB544E129F3634EE1,2,3,9,female,22-29,Fukuoka,0,0
11321,617CCE5C3E3C73EFA4FD3ACF01466C418F672385762D801549,2,2,9,female,18-22,Fukuoka,0,0
11325,451584F089328781EFAD16FFAF8E4E524BE3ECCB26FB811A93,2,2,6,female,18-22,Chiba,0,0
11328,59FDAE0C1EFF8DF2716254D00DE21719236525AE2AD50BB53C,2,5,6,female,40-49,Chiba,1,1020
11331,68B09B9C83AEFA8429582DC2FEFD02C80E5FFC45259CA6A8F2,2,2,8,female,18-22,Hokkaido,0,0
11332,B5EF1A4A91CEEC2A82629FB91CEF098BA9A71CD17A1E2F17D7,2,2,41,female,18-22,Saga,0,0
11333,F59979ECC71CF1DFAAF12091BCB5DBF3C536DDC7C678F8B6AA,2,1,26,female,16-18,Shiga,0,0
11334,A4F4F3CFE5B2724244418B2C74E0A20CA66FE8EC8397EE1432,2,1,10,female,16-18,Shizuoka,0,0
11335,E60B0B09A0E239E08FAC07BD2C0617CEFA19E6C510D6C1E3CE,2,4,6,female,30-39,Chiba,0,0
11337,5A9DDEEBC6181DD10953322485DDC3CE9937F9F3D6689A32B2,2,2,1,female,18-22,Tokyo,1,220
11338,DB4E0FBD6D1338AA733F8C4B32D60A5F7C138179C20022C29C,2,5,2,female,40-49,Kanagawa,0,0
11340,5D4FCA5B92DD2FFEBADBEEA4C723E4BE70B2D1E8CC9FC84A50,2,7,10,female,60-,Shizuoka,0,0
11343,F9DEF0269964C337EDF24FB8EB11A320197582003F703D0031,2,1,6,female,16-18,Chiba,0,0
11344,AD63A4DA463D68C4DB17F06E3003D866C08EFEF51522085C3B,2,3,36,female,22-29,Miyazaki,0,0
11352,4407362E7147C92516E701C83BB77A2C2A47CBDC311E543516,2,2,28,female,18-22,Aichi,0,0
11353,654171A3C146848CA522FDA0BEEB0CC9A7F4D02DB1C85B3834,2,5,2,female,40-49,Kanagawa,0,0
11354,75B1B639C977EA6F2C417602E50EDE7C6F51011E6D3BD67184,2,5,4,female,40-49,Aichi,0,0
11360,21165C2515761E8618D4753D6D7752CBC1A5BD08ED05C92D1E,2,1,4,female,16-18,Aichi,0,0
11362,22A4CA46B3CF13EA8F5FB6D403F1204EFA377A30E80262B5B8,2,4,3,female,30-39,Oosaka,1,420
11365,F057845D0BBA5A803D23D6D24D09CDD3F522E733630C174E3A,2,7,2,female,60-,Kanagawa,0,0
11372,24F9FA69CBBA84CED8990DC5BC5626F7EFC0AD046F9E89A378,2,4,1,female,30-39,Tokyo,0,0
11373,D92587242AD0F8059BDF0DDD245A6E5D55D3524D45DEF55191,2,7,35,female,60-,Yamagata,0,0
11377,133877F647FCD1B25F46938F4A2478EDB4A11FE634A09B5823,2,4,6,female,30-39,Chiba,0,0
11379,647DA94A5ADC36CC655B682D803B668D64FCED72832DE770F1,2,7,30,female,60-,Nagasaki,1,320
11381,D9F7E392E660C624393FF385BC4646ED9B7FF578A364B4F260,2,5,1,female,40-49,Tokyo,0,0
11382,52979AC12BDF513CCD7A1D02BA3ABCAA1A40BAC63EA096E08F,2,7,1,female,60-,Tokyo,0,0
11383,438F774851DF2BA0F0F355CFBA26B2E9084224A7862E05883C,2,2,24,female,18-22,Kagoshima,0,0
11387,EE950C9D1C777C98E24DDAE3913B0F603ABBF485BD7B6EA001,2,4,3,female,30-39,Oosaka,0,0
11388,A41A5CFDF6DE4CF602330C3E3E8BB937B2CA09A79B9EE495CF,2,3,1,female,22-29,Tokyo,0,0
11389,7453CCF13F55F071C81AECA62019F26BB6758D022C325CF48F,2,7,10,female,60-,Shizuoka,0,0
11395,9E4D404519D6AD15B048AEDD0EA1F3FB410E8BCD3872343CB2,2,6,1,female,50-59,Tokyo,0,0
11397,EBA1AAFA712071A5A4A50675ACF66CB74F27FB5226DF2BB418,2,1,10,female,16-18,Shizuoka,0,0
11403,3E1DCC2BF1A40507972392BC8B03005088E1C48775F8785E5A,2,3,8,female,22-29,Hokkaido,0,0
11404,8AD9B648ADAD739694316C95271B00C8BE194A5C588929A6BA,2,7,4,female,60-,Aichi,0,0
11407,C76D4F8FD21193FCF63280AE2FFF10BED77B4B5BAF08EC401D,2,7,7,female,60-,Hyogo,0,0
11409,F9B6E473255FCA2236FE9D6BCAAE4534C119AABAB1F78BB977,2,6,1,female,50-59,Tokyo,1,120
11412,62862CE8A47EA82C7E1BF798A9591033FD1911228555AB9135,2,3,18,female,22-29,Tochigi,1,40
11417,EB37F29E0207E06420000354F8580D49EB2AAE430D540926C4,2,3,5,female,22-29,Saitama,0,0
11420,6AF9B3A0F026BB9BF2F37701A914A9984E59B8E0B8BC1F392C,2,4,9,female,30-39,Fukuoka,1,480
11421,DC32020202D8AE8A5A2148CE9DBFC8440AFA29FD27631BA8FD,2,6,18,female,50-59,Tochigi,1,480
11423,A2F1D047C326D74527444DBD9B20AEB993238FD01633A90277,2,5,6,female,40-49,Chiba,0,0
11425,0C6CA59FDE161C6467D3A4A6DEBB8518990570594C0F7E1648,2,3,7,female,22-29,Hyogo,0,0
11432,C52877DF40CB0D06FE285A8509577464470DCA0634E0729B40,2,4,6,female,30-39,Chiba,0,0
11433,11432EAE2874BD9B64F4F68F11583F54E51DAB1667942F3EB5,2,2,5,female,18-22,Saitama,0,0
11435,B9DD0D54D10AE533BB379F0A4911F05C06922440EF13CB501A,2,4,7,female,30-39,Hyogo,0,0
11436,7147472BB403C2DE6A7F660DF6753F66F00DF3251712DC1C44,2,1,4,female,16-18,Aichi,0,0
11439,CBC14E05E168114EC6D7065AAF173B61364F34AE05E4503872,2,1,11,female,16-18,Ibaraki,0,0
11444,5922D8CA9EF04B6C30721BD80E85EAB59207FF43D0AF52E240,2,6,1,female,50-59,Tokyo,0,0
11447,08477B60D7DC489E3668FD83CC7D9E7EFC22A4C05E68644E7F,2,4,6,female,30-39,Chiba,1,100
11450,DF78679914F86CF5E5407AD6A35ECA9E4A8B3FFC721C91261E,2,3,3,female,22-29,Oosaka,0,0
11452,A031791A7F541797843696757198B18D4EB9D38F107257A541,2,1,24,female,16-18,Kagoshima,0,0
11453,4BCC49AF6F87B6E6AC9F369F7706E127C1A4BFA595FC11A820,2,2,26,female,18-22,Shiga,0,0
11456,817D725941CA79535C63DB4C8C44DAD80E4554FD7D26DFDB95,2,5,1,female,40-49,Tokyo,1,1960
11457,FD2528928CA2E00DCFF9E81FCBC1672D33E1D6118C3607A4DD,2,6,18,female,50-59,Tochigi,1,300
11459,26C5F59DAD106C3FB09BCBFC8C7B8745A56DA89E44933E189B,2,6,13,female,50-59,Kyoto,0,0
11460,40E17E0940A76428FF2FE6E4D9FAA921ADBBFAF2010C63DF4F,2,3,4,female,22-29,Aichi,1,760
11461,7EDDF699306F9F604D4EE1FB455DA1D44BE4052C78A151CEFD,2,2,5,female,18-22,Saitama,0,0
11464,7727965591DFC5FE8AEEF28A4B102EEE9482B7C48B9381403D,2,6,19,female,50-59,Gunma,0,0
11465,09E7FCFC820FC2BDEF22F7F1DABEC0F5C08A4CD86761A2346F,2,5,3,female,40-49,Oosaka,0,0
11469,EDFB4C57C09533824D87132586B125034EC147F7031BDBDC77,2,7,5,female,60-,Saitama,1,820
11470,4354576E0F63775CE1E5F128E7E510D4BC393CDD0F015928C1,2,5,3,female,40-49,Oosaka,0,0
11471,D1359FF777F86F48EB2161D8E997F23B723B16EE8EF64187FA,2,2,2,female,18-22,Kanagawa,0,0
11472,5BFFF8FC5CE69C754B446F1D36BB6F61DA98388CA3C2EAAE26,2,2,12,female,18-22,Hiroshima,0,0
11474,4075C9B7B1AC75F43917663B4E37B9E226DE254769B315B23E,2,1,9,female,16-18,Fukuoka,0,0
11490,4B361EB6C4103C3E427AA58FB2927E36B646C68D16B5D60527,2,1,3,female,16-18,Oosaka,0,0
11495,2B6FBC0E5B1C2BDD01727E8037CB4020DEDE7DA564A5557FB1,2,1,19,female,16-18,Gunma,0,0
11498,624E61EBBBD2A1ACA580083E7AA0820D0CE19EBA302FD0103C,2,2,1,female,18-22,Tokyo,0,0
11500,60928E5170D671CB165E691941FB878BAA56281A0373C27C66,2,4,1,female,30-39,Tokyo,0,0
11503,748D10C0A4144C64147265A63F32CAFFBA72C44B1748A2E27F,2,5,3,female,40-49,Oosaka,1,880
11505,B91C15328E49AE0D14481A93422E9D6802313A0AB90B3ABE7D,2,1,6,female,16-18,Chiba,0,0
11506,B87AFA7D2B55B78BE407CFE9EE6EF15B472C801A8C99758948,2,5,4,female,40-49,Aichi,0,0
11507,094AE68EE01A28167649879D7716B35A5882D81B4FE5BDCE1E,2,6,12,female,50-59,Hiroshima,1,920
11510,115EBB89D2DF332CDA8067E8B8EEFD1086757B9435F8DBDE58,2,1,6,female,16-18,Chiba,0,0
11515,D11146300484576A676D7CF139BF0A743D0EB9F929F7C809C2,2,3,20,female,22-29,Okayama,1,360
11517,EF35CEA4B73C876401DC159ED22F2D9B9CCEE9F6E908F6D57F,2,7,7,female,60-,Hyogo,0,0
11524,DAC4A8FF04D31C75786C422747CE94DCE67D2E1DD7BAA61139,2,4,4,female,30-39,Aichi,0,0
11526,D42BE3659688139E1881632BC419BC8B47193734099E03C627,2,6,3,female,50-59,Oosaka,0,0
11527,517770839FC39C904B3F2F9D2544531EAB9152930DCE59358E,2,2,1,female,18-22,Tokyo,1,20
11529,1E58BC2BABC029355D0A42174B40FCBC528E2252CC4438C8A2,2,4,7,female,30-39,Hyogo,1,160
11531,DC23D999710B0129B2640130C488E88445003BECE5E7C0A9E6,2,3,1,female,22-29,Tokyo,0,0
11533,39AC7DA694DE0E2AA718CADA09E1FA1C1113EF68AC85B16FDE,2,4,31,female,30-39,Aomori,0,0
11535,73E72D932B7F72F00F2317D9780D3CD8B2FAEF44744C3A79D5,2,4,12,female,30-39,Hiroshima,0,0
11536,868BCED37E843A2914C4EC1BFC8A37AC15E47E0B9D14B74B68,2,4,4,female,30-39,Aichi,0,0
11537,7D0F80DC05E3A7101F84DB6CC2C10C4578D1E340A18E46CE67,2,5,2,female,40-49,Kanagawa,0,0
11541,80058E591C44B8E1FB248646D3F12C2E9C4E22617762F7365F,2,6,9,female,50-59,Fukuoka,1,100
11542,23D607633107A55B6362BAADF3683FBD96EAAE01A68B9D0F99,2,6,4,female,50-59,Aichi,0,0
11543,914294078FF488356CF3BEFCDE73D5F496DBA740BA7C1D9825,2,5,1,female,40-49,Tokyo,0,0
11545,5F6AAC4EFF26E31B498CAFED8A84E4764649D1B5EBA4FEC54F,2,2,11,female,18-22,Ibaraki,0,0
11548,8D1BF57F3812E20BE6ADB87F1347C9D50DA70D849BB92649DF,2,5,1,female,40-49,Tokyo,0,0
11550,F744E01C9C1959FFACD3B786BF2ADCA97806ECD75B28CEB903,2,6,1,female,50-59,Tokyo,0,0
11553,4EEA424317CBC22850E651769C9BC0F47F5E8CECF1DA326296,2,5,4,female,40-49,Aichi,0,0
11555,36B4AD3F9CBEC3C22ECA297D4BD95E732137015440985BEB97,2,2,3,female,18-22,Oosaka,0,0
11557,C80B6D4C91F8EBE75627BD8F5FD6BA3F71080AEA8D143EEED4,2,1,29,female,16-18,Nara,0,0
11559,7A00579EEF6AFD024E5C613A7BBAA13D1E6F67863C5B668178,2,4,2,female,30-39,Kanagawa,0,0
11562,F7FEDDCD519A20D41040DBD461892E1CCE6D19905C920F4755,2,4,5,female,30-39,Saitama,0,0
11564,600C05ABA75E2C00C8AEE36EE323444B43BC162C36C1493018,2,5,6,female,40-49,Chiba,0,0
11566,FDE64A27AC9643D0C2749FA5CEC09C406BE5DECE792A4AEB2D,2,5,39,female,40-49,Kagawa,0,0
11568,F023B9C4E090D2F2694FA2039326B30339F0A95302D9FA8EDB,2,4,8,female,30-39,Hokkaido,0,0
11569,613E03AEF91B3D5A87A13A695F65CDE1E76457A743B6664149,2,7,4,female,60-,Aichi,0,0
11571,F469901483237BA09276E757F43851E5860B7812E22BFC2B5F,2,2,2,female,18-22,Kanagawa,0,0
11572,FB824290E02517CF8E0AA1595B3148861AE32EED18D41D21A8,2,4,3,female,30-39,Oosaka,0,0
